student_id,age,department,level,study_hours,attendance_rate,previous_gpa,assignment_average,quiz_average,midterm_score,internet_access,library_visits,sleep_hours,previous_failures,extracurricular_hours,final_score
158554,16.0,Civil Engineering,400,2.403245323542015,61.79217014386975,2.997212879957181,74.36063274038841,51.84910603759515,71.97849956007519,Good,8,4.6091183963973705,0,8.78112106022694,79.85521025679044
196687,24.0,Electrical Engineering,200,3.752511156561711,100.0,1.315319344062434,61.40064460217005,56.199098533023225,33.23012865984169,Good,2,5.245954096213079,0,3.983343267435392,55.10444772138088
129887,22.0,Cyber Security,200,3.06465219571598,66.2131593931523,2.604975538292322,68.18558152987525,53.73933229299467,75.23846977134419,Good,7,6.472345325920453,1,5.493004986319704,71.71385137734552
158029,21.0,Mathematics,100,4.326067406641347,84.07071701874501,1.9478840502642725,45.28041449459993,60.04855191058445,81.56339221646459,Poor,10,7.121034625408239,0,3.5818893336968793,85.54780184715938
161208,18.0,Computer Science,500,4.460785298200946,90.53137589471999,2.1119090920118784,49.94659114068582,51.77150763623064,83.69018385016581,Average,2,7.142470500206704,0,3.5309149216412363,77.1641656140289
182880,20.0,Civil Engineering,300,1.725638098577197,74.13405812291307,2.656575960475866,66.58544153893928,67.43288892008471,62.431297631024904,Good,3,6.040646010755715,1,3.208364832703996,84.85018728586917
128640,22.0,Electrical Engineering,200,3.309002040874227,95.61986687283746,2.5223356203749456,45.01232243578583,51.919765142594876,60.37310143029658,Poor,3,5.87758222379491,0,0.1911151510597412,67.8542892316372
113364,21.0,Physics,100,1.8292601683060425,78.82974884511555,2.9812049460165735,74.94623306310359,59.58248323747316,82.36509913094145,Good,3,5.648079925816596,0,6.561003350416081,68.45470336772881
107737,22.0,Electrical Engineering,100,4.557518971952073,100.0,2.7366917329329183,37.63065931993663,69.39270649453007,53.24062737814624,Good,3,7.512111869445598,1,3.503832670590724,81.73059150261902
157850,23.0,Physics,100,1.8154447073635132,68.08829109580049,1.869312294410034,66.7610653981417,47.754233063998605,52.372504668052144,Good,3,6.261824058224824,0,4.99918667677267,57.33843598312163
165787,19.0,Computer Science,100,4.323158362458033,73.09525297820046,1.3466087182670257,40.41562832380421,38.882406586970504,59.55544241779539,Poor,6,6.766219425161987,1,3.692014291880241,75.41148442531453
173347,23.0,Mathematics,200,3.493907954617206,64.97165257402536,3.3123634823192645,63.32333557439414,75.44551547942514,66.92705546438866,Good,3,4.7201982099651145,1,2.131114421450679,84.55454154192888
185130,21.0,Computer Science,300,1.3386271781283765,75.70621468965842,3.770210262081787,80.74722534313435,94.12832167108425,62.202103864225705,Average,1,6.652803720448204,0,5.16952643898421,88.89680194514862
140628,18.0,Physics,200,8.381995935594938,68.73570239664829,2.452175453968637,89.61169341272138,58.8849760056017,72.81366627786456,Good,2,5.8953095745763475,0,2.1639158661280655,96.33271653495123
146565,24.0,Computer Science,300,6.844771619145217,89.03865266693853,3.6952062833314803,69.6110523023997,55.84289764289082,96.33804827120879,Good,1,6.819246707870616,2,1.3953392379741567,100.0
133786,19.0,Computer Science,100,8.858862771789946,62.31875667539201,2.3847132982314436,61.7630392329571,52.625001730754164,57.68258200648363,Good,3,5.314255143961781,1,2.1338821994524046,96.69102667057112
121397,16.0,Cyber Security,100,7.107813840277782,99.4928608571141,2.780884177643412,64.14435362459228,73.77299281846994,65.23646256300395,Average,4,5.788093844581592,0,1.41287078766403,100.0
130918,22.0,Mathematics,100,2.443234717275957,84.41300826315532,2.6644202091430427,85.77857669712611,78.98862655853347,59.163444586980866,Average,4,7.867994439880866,0,1.2764476245514287,82.31315590735008
197901,18.0,Electrical Engineering,300,4.385021006507138,89.93369119470928,3.8398806370004,75.08669624634429,56.07702481307133,67.24613681630144,Average,3,4.548734159441546,0,0.914343765950847,100.0
155979,21.0,Mechanical Engineering,400,,68.35331053490847,3.1583744783242693,67.04497745605477,65.84468961485055,75.5695379650113,Good,4,5.694627410757321,1,2.1048884153451435,83.771206087896
124115,22.0,Electrical Engineering,400,1.1111866250882396,65.07655111393179,3.638616917404695,95.02400231490456,76.78754643046184,62.56342364364296,Good,4,5.32301742938385,0,1.2281550867418973,81.60665390541135
156252,19.0,Mechanical Engineering,400,1.7971851054874826,62.48374404987458,2.8522276556301045,68.79223160256497,67.4251141253003,76.1112298936181,Average,4,7.251596993963189,0,4.491392040081317,74.23717373935794
197572,19.0,Computer Science,500,2.2032179608432303,73.78955141438044,2.4328431021611068,64.45358033889555,31.524849175799467,46.18843741387366,Good,6,6.429290795569696,0,5.744714429464297,69.45071060694615
158978,23.0,Mechanical Engineering,300,0.6141841746760744,70.44895602627341,2.6064974152329077,66.97678061249817,70.66719831651544,61.88486217112932,Poor,2,6.982153745174417,2,3.7799901657219417,72.10430083012147
174610,25.0,Mechanical Engineering,400,4.344542252549153,75.9806700352631,3.709265263721563,71.03239093891705,64.16235080940237,86.21066593798245,Poor,2,4.863024382186438,0,1.9174797409877833,89.61372401847642
109548,19.0,Physics,100,3.3721207094620134,79.67966243605454,3.0988254576555914,57.32343543255928,66.76184931968835,64.0717504560529,Good,5,6.468864994454433,0,0.6680045335741663,82.28953138928462
149852,21.0,Mechanical Engineering,300,7.587868812792978,71.13720414441515,2.964636178782302,85.85333188284562,66.56957372938666,72.17390030026138,Good,4,5.450449313789924,0,4.673962556272243,87.3308818877012
195575,22.0,Electrical Engineering,400,8.619475707435921,85.08037880642449,2.7279502508842324,75.33991445363652,62.47944492575222,76.05818660585949,Good,5,6.124212408614352,0,1.455218670377055,100.0
179936,27.0,Computer Science,300,7.052673732306554,85.50742163957605,2.3101697142608573,50.99078425907885,77.5267030702858,73.84637351237967,Average,3,6.279818223580043,0,2.8355318093916564,100.0
115543,19.0,Computer Science,400,2.8603321906426373,85.86353563411261,1.6556360790649274,65.69177231782477,67.48631712532983,45.36027485546393,Average,5,6.832885093247576,1,0.6012271842503424,70.28576333225112
167037,16.0,Computer Science,200,4.090256147780146,92.33337254720591,2.5826745310612518,73.37306516828033,69.67942697999673,51.64063048122245,Poor,8,6.669655893868344,0,2.5570363928680995,90.13324480939768
106904,20.0,Civil Engineering,300,5.392650605515307,75.5924611031974,3.014579041423422,57.53647839172738,72.40970485419442,73.45781970780519,Average,7,6.531228157030325,0,5.2834030643821865,92.37574881898458
156537,24.0,Cyber Security,100,6.023016350218901,76.33058278556861,2.2765749061366125,56.63045099524877,60.59170626741647,63.69207551452933,Average,5,7.08952546394196,0,4.211661297849632,100.0
103319,27.0,Computer Science,200,9.135356575999495,87.38701734848759,1.862307745247291,53.24101987617366,53.75844794679778,70.62070215023834,Good,6,6.678500298319108,0,1.9093966363286454,96.18218860647443
149329,20.0,Civil Engineering,200,3.6110743551370534,94.80975904477278,2.7922765229920725,57.88534856159478,52.29230524871667,69.86214147290487,Poor,3,6.925736581203269,2,1.1864645268060179,89.47128990529534
115425,19.0,Mathematics,200,6.450407096140832,77.66963083563449,2.4817126498667896,49.04379826347641,37.09914393240148,63.96747367025841,Good,3,7.133372535001181,0,1.1975678875056066,77.02348373254941
161026,20.0,Mechanical Engineering,200,4.190090898243505,76.96884866732968,4.5294615413433945,75.83589977791098,86.3960303629909,100.0,Poor,3,5.614920207986904,1,0.964224758624187,100.0
188390,23.0,Cyber Security,500,5.371028175185739,86.47808416186643,2.868387674810823,82.30729406815189,61.387733333589885,82.32677262957046,Good,2,7.404731018216554,3,8.014500088834085,99.90151977969312
163850,24.0,Physics,200,4.158649911134361,96.39938296195376,3.9666970379075357,77.03680547757757,73.09374618683168,73.29631277641087,Poor,5,3.8606871423409053,0,5.447370350390268,99.18085991009252
139660,27.0,Mechanical Engineering,200,7.628810495124542,80.4926066274714,4.266296168998405,89.51525525211702,81.12473607246108,94.21818612577982,Average,4,6.418034486184661,0,0.8205326189625206,100.0
199501,20.0,Physics,300,8.647502060643033,70.98153872113821,2.447542273641766,64.69188025047244,61.41291903158172,60.22860574716309,Good,2,6.17577633116474,0,2.0162480387060757,100.0
133426,20.0,Computer Science,400,3.132159416338325,84.53632640773489,3.2390953368201814,92.0458863348463,71.20032938534723,83.17058733350906,Average,5,5.532258880433792,1,1.3889311304160532,100.0
148496,17.0,Civil Engineering,200,9.033102354952154,72.53792281988576,3.029246902252662,71.67373159582311,57.742521421317136,82.52994218467317,Average,3,5.879576277046068,1,0.748795479500535,91.00878129386302
104293,20.0,Cyber Security,400,0.46015330283926853,76.47618345426004,1.5654583862429974,63.60446565721118,28.540220326567226,53.99218772474396,Poor,4,7.094993502090117,0,6.197004068051889,43.71052359497793
175178,24.0,Mechanical Engineering,200,1.1173602251722217,61.03879493631675,3.646610928724871,59.243546608618296,100.0,70.56225492288489,Average,4,6.425786462816551,0,0.6714487650228842,90.4504695056791
116534,18.0,Mechanical Engineering,400,4.125363319863981,86.20554129889479,3.882533075170641,79.58689876376754,66.0760853827128,76.55770007251571,Good,3,7.18782608080629,2,2.425156842815226,89.48617345191978
137245,22.0,Cyber Security,400,4.11265970780066,90.75300984825648,2.3587768020426148,51.15846385423466,47.22362335938851,54.957063759517204,Average,3,7.078401982881726,2,4.444769092056011,83.97867174199155
147658,20.0,Mechanical Engineering,200,0.7945563722782188,77.17002237129134,2.5477494635517006,62.70176611699644,55.513197972749744,82.9065732974892,Good,3,6.824578288436871,1,0.7437705441065806,74.30461170001544
102787,18.0,Mathematics,300,2.3719747619392235,92.60060036610487,3.619807506126115,42.23186889680172,64.02721064732924,85.21387193660462,Good,8,3.63394042313174,1,1.027591045870469,95.64778472354374
191434,20.0,Computer Science,200,4.0523642803165165,,1.9044900198010266,75.65302916830743,53.71862249262492,46.98008492340241,Average,3,6.283488378235086,1,2.7720550664802133,89.76451774524006
112827,17.0,Physics,500,4.84964484930466,88.81744762846321,2.4760997508393867,50.29625316710616,79.2629936314625,66.14000358308988,Average,2,7.5175737055259555,0,2.051905691134056,77.85772288832246
151472,23.0,Physics,300,4.742528463985336,88.33981644774292,2.528878887526026,63.092367177108954,69.22434782867492,80.75413113813622,Good,5,5.735413659967637,2,1.7185205449291763,92.27065254261039
105562,19.0,Computer Science,400,6.429387231294545,83.87688220039625,2.607574631562552,62.582307193541546,54.35431894110228,69.92523271882283,Poor,4,6.574019361881851,0,1.7126181745649918,93.33832822680746
169138,19.0,Mechanical Engineering,100,2.4729449425358396,65.81397921846012,3.1897716570476256,76.27701249900599,51.56888701147358,50.5538201789648,Average,4,7.288906612707489,1,6.282253050143945,79.48278737445138
168290,19.0,Electrical Engineering,200,3.934351547440195,57.56820718804161,3.081473292746275,65.65673119980003,61.563222218638415,62.21050190038291,Average,4,5.497462744413973,0,0.36635536066806335,81.86818512704968
166149,19.0,Civil Engineering,300,3.6084598080518506,73.01284011964282,4.105968573723356,73.94650579931572,78.89607542225852,68.79207611674641,Average,6,5.028514769701387,0,2.8523007530859235,89.23735004442489
174835,20.0,Mathematics,400,3.1818104832462755,82.30686907403127,4.013216356312569,,83.29957838927893,91.73206517346449,Poor,3,6.348221556749212,0,5.887073065951533,100.0
193434,24.0,Cyber Security,500,3.777404806243315,94.12150140701048,2.321870588589029,62.3731889483245,78.51122117720814,69.76379494352014,Good,1,5.341370496336085,0,2.1643028091365957,89.34743075340722
197408,23.0,Computer Science,300,2.9560846962396856,72.15926261070646,2.7890606742939896,58.813570880476796,59.660773205018586,83.76279299952799,Good,5,6.889044764426214,0,0.7051998751944839,81.52670326672919
189628,19.0,Physics,400,4.138487250788852,91.68921432802348,2.343320898042809,74.27145285367776,68.95639029045276,46.44499307961145,Average,4,4.274717612344437,1,0.84640434046457,84.94213522036445
154493,16.0,Mathematics,200,7.5938981144499,64.16004867769342,2.6709595455511814,65.44249433327822,73.91920243807571,53.326538213673366,Good,4,5.719535792470383,0,2.5513959142086913,97.01323684426623
142567,19.0,Electrical Engineering,300,7.940688350636762,100.0,3.2123559861887965,72.39133876532321,78.83836584110048,74.58760910669679,Average,4,5.962168063529494,2,2.481932457129071,100.0
157416,25.0,Electrical Engineering,200,8.36551618623695,67.54103253210879,3.295921520162279,80.68704846449803,74.33188897500663,78.98807503465484,Poor,2,6.0077600091605365,0,1.7714091161041852,100.0
133631,22.0,Physics,200,3.4983133214530246,77.62830910303448,2.97665283931875,85.93349591405547,73.73447418600404,60.456102351060544,Average,3,4.8804830746317585,0,2.739124149489913,82.730875635985
149419,17.0,Mechanical Engineering,300,8.963725573313948,67.64779974798405,2.2626634130522674,66.82132604945032,56.55596670090255,56.99959870481268,Poor,3,8.086338178552158,1,3.2482154788821855,82.4344307926822
101430,22.0,Computer Science,400,4.025348923278221,90.84074632394916,2.5964069650596824,52.915065444389484,55.24332906227813,77.73258419933647,Average,4,7.591289273659383,1,0.28211735838811913,89.74633890617773
170468,22.0,Physics,300,4.562266582509467,85.06707427878973,2.9056470075930205,72.76720098036759,59.95233981644058,63.168837414405445,Average,7,5.92013379202306,0,1.0316673297868526,80.18269886441604
114430,17.0,Electrical Engineering,500,0.8162068776916213,64.12480710331647,2.044680687850111,61.899668256854106,31.156650275224276,75.51247495726845,Good,7,6.117205701643312,0,6.323210490614083,67.84735697899917
194487,22.0,Civil Engineering,300,1.2926492385312118,75.65060300613878,2.5568025775172947,68.32437364715541,64.88904946191187,64.49343651030418,Average,4,9.025609020812482,0,2.5607258694324697,75.10535588840342
141124,21.0,Computer Science,100,3.5644578743150235,73.0784723403704,3.0488624334912973,61.17818503626151,70.51159139220191,78.47495547000872,Average,3,6.526126940303003,1,3.74275582554044,79.7893193499755
113547,24.0,Cyber Security,300,4.516835015731756,84.55464773983975,2.377584195900441,65.46334239958554,64.02309801363184,81.13048115669284,Good,3,6.962287308750669,0,9.224169570280488,90.81624645439973
191364,16.0,Civil Engineering,100,1.1283892750488014,96.81077585288178,2.9396660512872606,65.88958230244798,69.93050665638282,78.24248106268485,Good,6,6.868228789036927,0,1.4082234634298967,93.04238340020864
130039,21.0,Cyber Security,200,5.537938919135234,,4.31387052382693,69.45047035284325,84.54876388118832,85.62344097642044,Good,5,7.249197803165394,0,8.493131902251662,97.0911920907313
169938,23.0,Civil Engineering,500,4.501052679110398,95.95286047320425,3.0719606152153704,87.99886498289766,53.591822294628045,74.47886602050235,Average,2,6.686486473942055,0,2.2079909301442147,94.10420175663337
188057,21.0,Physics,400,3.8812590176437882,100.0,2.546119225582399,70.21407614214783,56.8938974229233,77.71355988884201,Good,2,4.415000862379451,3,0.9929896012766999,82.72833847150815
133177,20.0,Civil Engineering,300,5.548794247171944,100.0,2.7384724590935785,48.95411515121009,72.0687937847961,62.183852984265755,Average,1,5.3965854995463465,1,9.224720418656936,78.09841409440294
105154,19.0,Mathematics,100,2.4758761617411187,82.15060237029614,3.7175292149410613,75.13388920351626,83.48259171361674,83.09758967865547,Average,7,7.26379242204291,0,2.596275159336831,100.0
196767,23.0,Cyber Security,100,1.2638353547746588,,3.431798897726844,70.66626079232996,55.32683669143992,84.52681451673715,Average,6,5.997456869006051,0,1.2066571486527593,83.78253417898684
184366,21.0,Electrical Engineering,100,5.038342690020281,89.92007015761365,1.6482712472037377,67.09830886815972,71.02288750315219,53.48248014545467,Good,5,4.321920149999598,1,1.3977219770407747,91.86834783245614
177644,21.0,Mechanical Engineering,100,1.2130901582709588,81.25252705017331,1.9223075498738824,54.295013435198996,60.72072041458705,69.89683367711507,Good,2,6.4661436988811785,2,3.1393782988633907,74.80166942367381
147869,26.0,Physics,300,,67.57283037493043,1.8107359281405957,48.08765262128824,51.3340505653616,55.580081701880125,Average,2,5.140801207682313,0,1.3917701123202848,72.16544027252294
108690,22.0,Cyber Security,400,1.773896280679569,52.80187724185704,2.8178641636667425,60.46715936158543,59.29229821141303,77.62089252395533,Good,5,6.869161507899652,0,4.316101261532687,72.18154475158408
162925,24.0,Electrical Engineering,100,6.5846771445114305,75.16402483402607,,86.14078213345267,71.13713711266925,70.54353336914606,Average,3,5.469587797940074,2,2.7870516159580556,100.0
157469,23.0,Cyber Security,300,0.5261675306607343,56.608473191789216,2.1278613513725126,50.62228938966278,80.62493460924607,68.72948350792197,Good,6,6.340671223997297,0,2.392587625454686,72.51212482314453
179962,22.0,Physics,400,0.6627932156954609,87.60555262000594,3.5344450819097477,62.80162909667555,60.696793550956656,57.31834124725643,Good,7,6.042767781620212,1,2.0236867226160586,76.17359915833346
121260,18.0,Cyber Security,500,2.4778856696035234,100.0,2.2308777729278204,60.10047923320545,42.80106519479396,87.91187652260587,Good,4,5.618134563707292,0,2.7153418519083248,95.12004511522612
166622,21.0,Cyber Security,300,4.498797832664227,73.20029158266293,2.120577101304815,62.50838240432057,42.599902980697834,62.388824386757506,Average,2,3.554025550547263,0,2.7665079506516577,82.75584253326987
177893,23.0,Mechanical Engineering,500,0.9613826188044575,88.18163660962946,3.837619669162408,82.90149476347906,79.4724397843392,68.356860232821,Average,3,4.920689834048091,0,0.748346946437781,82.51019946823645
120821,21.0,Mathematics,100,4.034124576984157,59.555594396162945,2.357026535816717,68.38514649762641,59.471175114635464,67.49891043890977,Average,8,9.255254928340719,0,0.29583064772716194,95.32219358690467
113154,17.0,Mathematics,100,4.660887286190219,75.75413594199135,3.6330128298612694,83.76469845994441,75.21923489044201,83.86586663776464,Average,5,5.391480699743825,1,6.19307774747686,100.0
122285,22.0,Mechanical Engineering,200,4.050975957338457,76.85924349231011,2.4794550763908263,65.24738015952175,50.553659961588615,66.66097781725905,Good,3,7.057652554318911,1,0.5253966463644011,80.72965391306076
123192,23.0,Physics,400,1.7819258649913043,59.442408640135895,3.8101088692916045,75.26027044612216,91.12453828691082,78.76644288691534,Good,5,6.54055923489967,2,2.7754540116581956,91.10834759819687
181505,27.0,Electrical Engineering,100,2.319109603889268,63.11836029228383,1.9958226024668968,60.31818574300331,49.01077407383802,65.75410023566025,Good,3,4.984822255518933,0,11.859651525019014,78.93127796525745
147180,24.0,Mechanical Engineering,500,2.4005176429993167,93.01421818056163,3.934412797634429,62.737783829199685,68.13296659063221,57.61903710750427,Average,2,8.62852850310899,1,4.227609191683135,100.0
160009,23.0,Mechanical Engineering,300,3.6363186426200422,78.39516166751959,3.835854665654992,75.53201612256575,92.20381084048987,70.0254366863522,Average,4,5.350823573866259,2,5.049797760602502,83.0002192114628
197522,17.0,Electrical Engineering,300,7.674668093982182,77.94299851992908,3.5432715953190757,60.248024191837075,71.51356580159275,80.6160914368436,Good,5,7.519632493569393,1,3.712661390202517,100.0
140165,20.0,Physics,500,3.287765630714492,76.42961571411952,2.277876214508182,70.09213021344863,56.55035919268706,47.953528586091124,Good,4,5.818278630856393,0,5.925140610512432,79.76617097481494
112432,17.0,Mechanical Engineering,500,7.016940797654415,69.33990994901846,2.116460374574261,66.87306861526179,37.460099655658645,80.16167412008141,Average,6,6.267583999282041,1,2.760532884810753,90.46934188051107
195947,18.0,Computer Science,200,3.7396007636649524,67.03936509916541,2.6860363973253367,75.88957966430547,77.56670771454557,56.866943388201335,Poor,4,6.012679737331442,0,2.0029786393693763,89.27259848850922
130818,21.0,Mathematics,500,2.4974872467648295,88.79968532921822,2.6242031576142986,76.01143645606807,72.99017434319124,65.3841104450418,Poor,11,7.462343723948997,1,2.7166622065970794,85.70149869228513
199848,21.0,Civil Engineering,300,7.068661006372477,95.31449287467365,2.379665007690486,54.47020386834844,55.72017289285056,71.32520067717816,Good,3,6.32079222760517,0,1.457892810218538,94.8865146288243
182888,23.0,Cyber Security,500,5.4891391832444985,96.04190293281434,3.2064338001566566,65.6314704396259,77.68641501639024,58.530044074054636,Average,3,7.135024208744683,0,3.2126604211782075,90.37236842510451
143249,24.0,Civil Engineering,400,4.62887274771129,72.65870576782042,1.7196816037719347,55.80601612752864,52.62683739382637,66.9790263765573,Poor,6,8.094289650732327,1,3.186526167733744,79.41522509518938
156590,22.0,Cyber Security,400,4.192471815486988,82.19565710211715,1.9671320348182602,54.36190440550883,76.05448041432118,65.27815633149385,Poor,3,4.5356568697027,0,3.496926088165804,72.4102939660974
135462,16.0,Electrical Engineering,200,,100.0,0.9317419932761055,45.12301515105573,35.78265995855655,41.64989254809986,Good,6,5.197118597527133,2,7.005867587468928,69.19918250603983
119696,19.0,Physics,200,5.879656641074368,76.38827975240892,2.694956952528305,74.29200746067104,58.339480303893794,62.580805400089034,Average,4,4.927263955278615,0,10.882720305015233,92.41016112257888
162373,23.0,Physics,200,9.550408170800377,100.0,2.877653678537982,71.51200137174159,77.23018097661244,93.22417985213339,Average,2,4.116693333258154,1,2.4211942052725197,99.63920132293411
155083,26.0,Civil Engineering,400,2.1629085315611585,93.94584076552214,2.6733749971311798,77.26960829279673,58.140202403709104,58.41369298490483,Good,3,6.426419352589468,2,3.61280014466872,76.2962256520039
142720,21.0,Mechanical Engineering,200,8.08479942344774,80.32704096583181,2.0031884418869144,47.8058039692783,44.40329243970169,51.143890521099635,Average,5,6.165012537511097,0,2.4557406788592453,76.18830491460339
106821,26.0,Computer Science,100,1.369527876804896,61.11483947582994,2.77274798622194,69.25870273137838,71.91661932964355,54.544293960028384,Average,5,6.707237519772747,0,3.8864513430415757,67.68081051242784
178704,18.0,Cyber Security,200,1.6630219001411923,52.70977254447587,3.547812168579565,71.184774115345,82.44355012042396,82.4786987570772,Good,3,5.075495573773818,1,7.394562742276587,72.28051682165743
175465,16.0,Physics,100,4.098690163709196,87.38386852671617,2.7791624643738184,74.83991701304784,75.15114943780081,77.44864064076286,Good,5,5.6867825181305,1,1.6162042384371507,84.83204447390878
144182,25.0,Computer Science,400,4.590126336638067,62.510588504019495,1.853553147719868,55.87067827622685,56.11242547375364,76.00439110287317,Good,2,7.416859406361495,1,4.285239615323955,69.99779877982995
126516,21.0,Cyber Security,200,2.422885181963257,84.83089609995326,2.2167886027395047,73.5949022231041,78.8050932099966,66.5449280259001,Average,5,7.005681478558701,0,7.796268287689752,84.53981979004878
100585,22.0,Civil Engineering,100,0.684051688899644,71.88329247217534,3.4065450063183187,61.27177168536654,79.45431978672785,76.01210676426338,Good,4,8.787831227904093,2,0.4906800184818231,78.85427920545004
105766,23.0,Electrical Engineering,500,2.196043098234156,86.27575449554027,3.345246885451779,65.03711567809763,81.42097380696512,59.145195119094254,Good,4,6.324029912243932,0,3.3757843264936565,99.25931677221459
182623,19.0,Civil Engineering,100,2.9164643151667713,83.90395220560711,2.4396052755211186,66.80065014033134,64.7470648178934,63.88150377956822,Poor,2,4.954148689354852,0,3.2244811760911203,82.67872630194336
136794,23.0,Mechanical Engineering,100,3.9404454108415834,90.71625891927842,2.1612089858075603,66.48494229202149,81.90196369073796,70.200973155882,Good,4,6.4416879798333,0,13.759433429783938,85.52806138825868
140646,26.0,Mechanical Engineering,400,0.8823998773894514,100.0,2.836196547451976,79.66505873399137,79.61055095665816,60.58691585274308,Poor,4,6.509026014092401,0,8.253605468966374,71.36137290312398
104148,20.0,Electrical Engineering,400,2.835933664601246,100.0,2.7475991223161764,72.85462534365938,60.88898654166949,72.33021852159303,Poor,3,6.113515089018343,1,5.360172928729704,84.94159326592845
155520,19.0,Mathematics,500,7.990930364297272,77.56642325475622,3.4414868364541804,85.12418372812249,74.47909337060162,88.57741500561737,Average,4,6.000702894276998,2,0.9054399780837667,100.0
133112,20.0,Mechanical Engineering,100,3.562955878126979,75.9214907885122,2.853472370173607,70.54419591253084,73.18148449714742,71.07101255464565,Average,4,7.725691591852516,1,3.8531380165791314,77.1446001949936
131006,25.0,Mechanical Engineering,300,1.8656301359929095,60.3888344506108,3.153676581992676,61.87388954191938,48.8997906378203,63.9838162238765,Good,6,5.821613308222911,0,1.2254350492972939,86.5252150399633
137797,14.0,Mechanical Engineering,300,5.843965347468807,99.65090614113784,1.9590032937730544,80.18985846251616,53.61211938725467,52.23858822866383,Average,5,7.09733686272515,1,2.1441163252468955,77.22467794994037
